title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Santa Cruz Beach Boardwalk,Amusement park offers a variety of games & rides right on a mile-long stretch of sandy beach.,4.6,39543,Amusement park,"400 Beach St, Santa Cruz, CA 95060",Santa Cruz,"XX7J+PG Santa Cruz, California",https://beachboardwalk.com/,(831) 423-5590,Closed,Closed,Closed,Closed,12–5PM,12–5PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPX8xWfQGELODL2rS6asP1wxSrMgnLD0KpXk9GH=w408-h306-k-no,https://www.google.com/maps/place/Santa+Cruz+Beach+Boardwalk/data=!4m7!3m6!1s0x808e40195645ec51:0x903bdc909334fa5!8m2!3d36.9643103!4d-122.0186839!16zL20vMDRyNjI4!19sChIJUexFVhlAjoARpU8zCcm9Awk,36.9643125,-122.0186875
Santa Cruz Museum of Natural History,"Galleries & interactive programs exploring flora, fauna, geology & peoples native to the Bay Area.",4.6,188,Natural history museum,"1305 E Cliff Dr, Santa Cruz, CA 95062",Santa Cruz,"XX7R+R5 Santa Cruz, California",https://www.santacruzmuseum.org/,(831) 420-6115,11AM–4PM,11AM–4PM,11AM–4PM,11AM–4PM,10AM–5PM,10AM–5PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNGqEF7WpPxR0D8UiwGTALdXfYb1Ew1_iSMrkE6=w408-h306-k-no,https://www.google.com/maps/place/Santa+Cruz+Museum+of+Natural+History/data=!4m7!3m6!1s0x808e6abb5e6e8fc5:0x4943cf4519c3ed5a!8m2!3d36.964563!4d-122.009605!16zL20vMGcwbnFn!19sChIJxY9uXrtqjoARWu3DGUXPQ0k,36.9645625,-122.0095625
Seymour Marine Discovery Center,"Interactive marine science museum & aquarium, with hands-on exhibits, a touch pool & a gift shop.",4.7,898,Science museum,"100 McAllister Way, Santa Cruz, CA 95060",Santa Cruz,"WWXP+P2 Santa Cruz, California",https://seymourcenter.ucsc.edu/,(831) 459-3800,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNqfUBfdmUjYpiCYNnNhooBV2nRfkJYMgViW4lT=w426-h240-k-no,https://www.google.com/maps/place/Seymour+Marine+Discovery+Center/data=!4m7!3m6!1s0x808e6a0ca01e69c5:0x829521e412964087!8m2!3d36.9493209!4d-122.064996!16s%2Fg%2F1tj4bqc6!19sChIJxWkeoAxqjoARh0CWEuQhlYI,36.9493125,-122.0649375
Natural Bridges State Beach,"Compact sandy patch with rock bridges & tidepools, popular for spotting seabirds, whales & seals.",4.7,1256,Park,"2531 W Cliff Dr, Santa Cruz, CA 95060",Santa Cruz,"XW2R+4X Santa Cruz, California",https://www.parks.ca.gov/?page_id=541,(831) 423-4609,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,https://lh5.googleusercontent.com/p/AF1QipNADkmANSBQOFn5xiWuo2FJcvEii0LDMsOWbop-=w408-h306-k-no,https://www.google.com/maps/place/Natural+Bridges+State+Beach/data=!4m7!3m6!1s0x808e6b995203b69d:0x12a76ae5f442aef1!8m2!3d36.9502805!4d-122.0575721!16zL20vMDdudmMy!19sChIJnbYDUplrjoAR8a5C9OVqpxI,36.9503125,-122.0575625
Santa Cruz Surfing Museum,"Rotating exhibits on surfing culture & local history housed in a historic, preserved lighthouse.",4.6,262,Museum,"701 W Cliff Dr, Santa Cruz, CA 95060",Santa Cruz,"XX2F+H8 Santa Cruz, California",https://www.cityofsantacruz.com/government/city-departments/parks-recreation/facilities/surfing-museum,(831) 420-6289,Closed,Closed,12–4PM,12–4PM,12–4PM,12–4PM,12–4PM,https://lh5.googleusercontent.com/p/AF1QipO1qbdVAlUcJkJ_qKjbrjZwYyQrjqvG1iPQ5mcf=w426-h240-k-no,https://www.google.com/maps/place/Santa+Cruz+Surfing+Museum/data=!4m7!3m6!1s0x808e40292d068f8b:0xb95d8cf57a0bac4e!8m2!3d36.9514667!4d-122.026725!16zL20vMGcwbnls!19sChIJi48GLSlAjoARTqwLevWMXbk,36.9514375,-122.0266875
Roaring Camp,"Family-friendly park offers train rides amid natural landscapes, seasonal routes & special events.",4.6,3380,Tourist attraction,"5401 Graham Hill Rd, Felton, CA 95018",Felton,"2WVP+WG Felton, California",https://www.roaringcamp.com/,(831) 335-4484,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,https://lh5.googleusercontent.com/p/AF1QipOAiPQmw0YImXnGftzSNGu_Asg49mQgJgUGmUVH=w408-h270-k-no,https://www.google.com/maps/place/Roaring+Camp/data=!4m7!3m6!1s0x808e46b5c05f0a89:0xf71945ac653a632b!8m2!3d37.0447983!4d-122.0636536!16zL20vMDZwcjZo!19sChIJiQpfwLVGjoARK2M6ZaxFGfc,37.0448125,-122.0636875
Bigfoot Discovery Museum,"Exhibits featuring collections of local sightings, popular culture & history, with a gift shop.",4.3,272,Museum,"5497 Hwy 9, Felton, CA 95018",Felton,"2WRG+JW Felton, California",https://www.bigfootdiscoveryproject.com/,(831) 335-4478,Closed,Closed,Closed,1–5PM,1–5PM,1–5PM,1–5PM,https://lh5.googleusercontent.com/p/AF1QipNCp5_fNJ5BYx9iSgiEw68NEM4cqpM6ubJUzhsm=w408-h306-k-no,https://www.google.com/maps/place/Bigfoot+Discovery+Museum/data=!4m7!3m6!1s0x808e46afd7653329:0xc4b4eac4acb420a7!8m2!3d37.0415219!4d-122.0726541!16s%2Fg%2F11gy79gq5s!19sChIJKTNl169GjoARpyC0rMTqtMQ,37.0415625,-122.0726875
Monterey Bay National Marine Sanctuary Exploration Center,"Educational multimedia exhibits include theater, touch pools & a remotely operated underwater robot.",4.5,367,Natural history museum,"35 Pacific Ave, Santa Cruz, CA 95060",Santa Cruz,"XX7G+85 Santa Cruz, California",https://montereybay.noaa.gov/vc/sec/welcome.html,(831) 421-9993,Closed,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMh_SnlvGXE5QR07qa_brZIYjQwNFb40rCKYgGQ=w408-h306-k-no,https://www.google.com/maps/place/Monterey+Bay+National+Marine+Sanctuary+Exploration+Center/data=!4m7!3m6!1s0x808e6a9afaee3fa3:0x75bf2fa3031296a7!8m2!3d36.9632944!4d-122.0245806!16s%2Fg%2F1hf2wtv79!19sChIJoz_u-ppqjoARp5YSA6Mvv3U,36.9633125,-122.0245625
Lighthouse Field State Beach,Iconic spot with a lighthouse offers a variety of vistas & pathways for dog walking & strolling.,4.7,3165,State park,"Santa Cruz, CA 95060",Santa Cruz,"XX3C+9F Santa Cruz, California",https://www.parks.ca.gov/?page_id=550,(831) 429-2850,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,https://lh5.googleusercontent.com/p/AF1QipN1im2ftQIlPPXL6L4Yt9sQfwM31rQJ8CW1wjDN=w408-h248-k-no,https://www.google.com/maps/place/Lighthouse+Field+State+Beach/data=!4m7!3m6!1s0x808e6a8da4e99be9:0x2c9819f8e8781284!8m2!3d36.9533948!4d-122.0288273!16zL20vMDdfYno0!19sChIJ6ZvppI1qjoARhBJ46PgZmCw,36.9534375,-122.0288125
Henry Cowell Redwoods State Park,"Featuring a variety of forested areas, this park offers camping, fishing, hiking & picnic spots.",4.8,5858,State park,"Felton, CA 95018",Felton,"2WQP+X9 Felton, California",https://www.parks.ca.gov/?page_id=546,(831) 335-4598,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO3pOw4Xw0OogvP4WyOEAbiLEeolZ4wznuoooHS=w408-h544-k-no,https://www.google.com/maps/place/Henry+Cowell+Redwoods+State+Park/data=!4m7!3m6!1s0x808e46b69091be0d:0x63eb914b3b3f47a8!8m2!3d37.0398828!4d-122.0640073!16zL20vMDUzNWRq!19sChIJDb6RkLZGjoARqEc_O0uR62M,37.0399375,-122.0640625
Santa Cruz Museum of Art & History,"Expansive venue with hands-on art & history exhibitions, plus special programs good for all ages.",4.6,239,Art museum,"705 Front St, Santa Cruz, CA 95060",Santa Cruz,"XXFF+RV Santa Cruz, California",https://www.santacruzmah.org/,(831) 429-1964,Closed,Closed,12–6PM,12–6PM,12–6PM,12–6PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPola4hkImvJSvF8h7zAd7NDT1vp0U9duYiSjc=w408-h306-k-no,https://www.google.com/maps/place/Santa+Cruz+Museum+of+Art+%26+History/data=!4m7!3m6!1s0x808e402672dbb76b:0x88dee35639218ba8!8m2!3d36.9745675!4d-122.0253376!16s%2Fg%2F11cjmlbzwx!19sChIJa7fbciZAjoARqIshOVbj3og,36.9745625,-122.0253125
Neary Lagoon Park,"Wildlife refuge with trails & floating walkways, bird-watching areas, tennis courts & a playground.",4.4,390,Park,"110 California St, Santa Cruz, CA 95060",Santa Cruz,"XX78+7C Santa Cruz, California",https://www.cityofsantacruz.com/government/city-departments/parks-recreation/parks-beaches-open-spaces/parks/neary-lagoon,(831) 420-5270,6AM–7PM,6AM–7PM,6AM–7PM,6AM–7PM,6AM–7PM,6AM–7PM,6AM–7PM,https://lh5.googleusercontent.com/p/AF1QipNaT1Xds3v11Fpw-QBvxYmwVUuaQ80_nLWHdSRD=w426-h240-k-no,https://www.google.com/maps/place/Neary+Lagoon+Park/data=!4m7!3m6!1s0x808e6a84128f6593:0x1d5ac3d42dcab386!8m2!3d36.963205!4d-122.033992!16s%2Fg%2F1wbf_n22!19sChIJk2WPEoRqjoARhrPKLdTDWh0,36.9631875,-122.0339375
Big Basin Redwoods State Park,"California's oldest state park offers backpacking, mountain biking & other outdoor activities.",4.8,4512,State park,"21600 Big Basin Way, Boulder Creek, CA 95006",Boulder Creek,"5P8X+MJ Boulder Creek, California",https://www.parks.ca.gov/?page_id=540,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOksdbOm2JtQ_cULezIirzq99YW97hjgMXuZHKG=w408-h306-k-no,https://www.google.com/maps/place/Big+Basin+Redwoods+State+Park/data=!4m7!3m6!1s0x808e53c72994da41:0x8bf68e13f4014c2b!8m2!3d37.1666329!4d-122.2509729!16zL20vMDJ2em03!19sChIJQdqUKcdTjoARK0wB9BOO9os,37.1666875,-122.2509375
Santa Cruz Mission State Historic Park,"Patios, gardens & city views, plus a restored 19th century building with Mission exhibits & tours.",4.5,96,State park,"144 School St, Santa Cruz, CA 95060",Santa Cruz,"XXHC+2Q Santa Cruz, California",thatsmypark.org,(831) 425-5849,Closed,Closed,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,https://lh5.googleusercontent.com/p/AF1QipO75C0-xv5EBcn7eh9esPTKgVsZ3DWSVYaSZijP=w408-h306-k-no,https://www.google.com/maps/place/Santa+Cruz+Mission+State+Historic+Park/data=!4m7!3m6!1s0x808e402f9c70085d:0x6dff7db6a31639e1!8m2!3d36.9775822!4d-122.0280149!16s%2Fg%2F119x8c92f!19sChIJXQhwnC9AjoAR4TkWo7Z9_20,36.9775625,-122.0280625
Pleasure Point County Park,,4.7,532,Park,"E Cliff Dr, Santa Cruz, CA 95062",Santa Cruz,"X24H+75 Santa Cruz, California",https://www.santacruz.org/destinations/pleasure-point,(831) 454-7901,6AM–8PM,6AM–8PM,6AM–8PM,6AM–8PM,6AM–8PM,6AM–8PM,6AM–8PM,https://lh5.googleusercontent.com/p/AF1QipNyJ1wTxnvTHFV1JfeCsI8bCgdf5tLU3b_jNPWv=w426-h240-k-no,https://www.google.com/maps/place/Pleasure+Point+County+Park/data=!4m7!3m6!1s0x808e1522f0d4cd35:0x4b472ef8b95e7872!8m2!3d36.9557359!4d-121.9720611!16s%2Fg%2F1tr17t57!19sChIJNc3U8CIVjoARcnheufguR0s,36.9556875,-121.9720625
California's Great America,"Family-friendly theme park with thrill rides, water attractions, live entertainment & food options.",4.4,12900,Amusement park,"4701 Great America Pkwy, Santa Clara, CA 95054, United States",Santa Clara,"92XF+9W Santa Clara, California, USA",http://www.cagreatamerica.com/,+1 408-988-1776,11a.m.–6p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–9p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipO6qHhoAE6F4dg0kh9Z7FwAyA9_gydl-Lk244qv=w408-h408-k-no,https://www.google.com/maps/place/California's+Great+America/data=!4m7!3m6!1s0x808fc9c6db85b8ab:0x72af1434e8036575!8m2!3d37.3984051!4d-121.9751567!16zL20vMDVtdnpk!19sChIJq7iF28bJj4ARdWUD6DQUr3I,37.3984375,-121.9751875
Municipal Rose Garden,180+ rose varieties typically blooming April-November in a colorful 5.5-acre garden with a fountain.,4.7,5709,Garden,"1649 Naglee Ave, San Jose, CA 95126, United States",San Jose,"83JC+QH San Jose, California, USA",https://www.sanjose.org/listings/municipal-rose-garden,+1 408-794-7275,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOCBtOXE-rLbvA0ECbtwpCzhoywCXvo8R7qIcMm=w408-h306-k-no,https://www.google.com/maps/place/Municipal+Rose+Garden/data=!4m7!3m6!1s0x808fcb146d96926f:0xff35e99b970126d6!8m2!3d37.3318809!4d-121.9286119!16zL20vMDk5bHRx!19sChIJb5KWbRTLj4AR1iYBl5vpNf8,37.3319375,-121.9285625
Gilroy Gardens Family Theme Park,"Rides & attractions plus gardens draw crowds at this bustling, family-friendly amusement park.",4.5,4493,Theme park,"3050 Hecker Pass Hwy, Gilroy, CA 95020, United States",Gilroy,"293C+X9 Gilroy, California, USA",https://www.gilroygardens.org/,+1 408-840-7100,Closed,Closed,Closed,11a.m.–5p.m.,11a.m.–5p.m.,11a.m.–5p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipM64bRMo_2E4jXVdT4PhLDzD4orh6qlbP4-JWgU=w408-h538-k-no,https://www.google.com/maps/place/Gilroy+Gardens+Family+Theme+Park/data=!4m7!3m6!1s0x808e1df89d8c43e1:0x3667230a2c7a94ff!8m2!3d37.0049962!4d-121.6290606!16zL20vMDh4OTRn!19sChIJ4UOMnfgdjoAR_5R6LAojZzY,37.0049375,-121.6290625
South Bay Historical Railroad,"Historic depot housing a museum with rail artifacts & model train displays, plus a period railcar.",4.7,106,Museum,"1005 Railroad Ave, Santa Clara, CA 95050, United States",Santa Clara,"9337+6G Santa Clara, California, USA",https://www.sbhrs.org/,+1 408-243-3969,5–8p.m.,Closed,Closed,Closed,10a.m.–4p.m.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipPuqJkDC6s2Wky1rrxFGKr3BMJO9DS17fGZTe5f=w408-h306-k-no,https://www.google.com/maps/place/South+Bay+Historical+Railroad/data=!4m7!3m6!1s0x808fcbaff30ed783:0xd52e246306ec9e08!8m2!3d37.3531083!4d-121.9362194!16zL20vMDgwbDZn!19sChIJg9cO86_Lj4ARCJ7sBmMkLtU,37.3530625,-121.9361875
Winchester Mystery House,Sprawling landmark with a staircase leading nowhere & other odd features designed to confuse ghosts.,4.5,11736,Historical place museum,"525 S Winchester Blvd, San Jose, CA 95128, United States",San Jose,"829X+8H San Jose, California, USA",https://winchestermysteryhouse.com/,+1 408-247-2000,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–4p.m.,https://lh5.googleusercontent.com/p/AF1QipN9j_k1RDzMXTOQCkwGKrHWMQV-VVvnCPhHFbZ_=w408-h272-k-no,https://www.google.com/maps/place/Winchester+Mystery+House/data=!4m7!3m6!1s0x808fcade58763a8f:0x644ba6010465ef66!8m2!3d37.3183318!4d-121.9510491!16zL20vMDFubXJ4!19sChIJjzp2WN7Kj4ARZu9lBAGmS2Q,37.3183125,-121.9510625
De Saisset Museum,Art & history of the Bay Area & Santa Clara Valley in a family-founded museum on the SCU campus.,4.4,51,Museum,"500 El Camino Real, Santa Clara, CA 95050, United States",Santa Clara,"83X5+XP Santa Clara, California, USA",https://www.scu.edu/desaisset/,+1 408-554-4528,11a.m.–4p.m.,11a.m.–4p.m.,11a.m.–4p.m.,11a.m.–4p.m.,11a.m.–4p.m.,11a.m.–4p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipNrS8wsxraotjt1EtOgfbZwYO_s4CzQKlz3U1Uj=w408-h306-k-no,https://www.google.com/maps/place/De+Saisset+Museum/data=!4m7!3m6!1s0x808fcbac339a5b51:0xb479f52637a304a1!8m2!3d37.3499295!4d-121.9406569!16zL20vMDg4NzUy!19sChIJUVuaM6zLj4ARoQSjNyb1ebQ,37.3499375,-121.9406875
Ulistac Natural Area,"Rustic riverside park boasting trails, bird-watching & a range of native plants on 40 acres.",4.5,637,Park,"4901 Lick Mill Blvd, Santa Clara, CA 95054, United States",Santa Clara,"C23W+G6 Santa Clara, California, USA",santaclaraca.gov,+1 408-615-3140,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipPvkDZK-RGMV07O_IOyK6KZwUt4x_XN3bJUXcQt=w408-h544-k-no,https://www.google.com/maps/place/Ulistac+Natural+Area/data=!4m7!3m6!1s0x808fc9a5a7c9a9bf:0xda17ab4d9a3037f9!8m2!3d37.4038071!4d-121.9544086!16s%2Fm%2F09gms3w!19sChIJv6nJp6XJj4AR-Tcwmk2rF9o,37.4038125,-121.9544375
Mission Gardens,Tranquil garden park surrounding the historic Mission Santa Clara de Asis at Santa Clara University.,4.8,136,Park,"Santa Clara, CA 95050, United States",Santa Clara,"83X5+G9 Santa Clara, California, USA",https://university-operations.scu.edu/facilities/space-data/grounds-information/mission-gardens/,+1 408-554-2750,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNEcfOATHRca9YlHKyE0vf2pvrhN5Y5WKhbYt9Y=w408-h306-k-no,https://www.google.com/maps/place/Mission+Gardens/data=!4m7!3m6!1s0x808fcbaea8a82e1b:0xebd9a1a0f7a7c89!8m2!3d37.3487633!4d-121.9415566!16s%2Fg%2F1thl12hm!19sChIJGy6oqK7Lj4ARiXx6DxqavQ4,37.3488125,-121.9415625
Happy Hollow Park & Zoo,"Small zoo with an array of animals & rides, plus an education center, petting zoo & puppet theater.",4.5,3988,Zoo,"748 Story Rd, San Jose, CA 95112, United States",San Jose,"84GR+C3 San Jose, California, USA",happyhollow.org,+1 408-794-6400,Closed,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–4p.m.,10a.m.–5p.m.,10a.m.–5p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOKe1k8-GMmXzH2byhWIHD2oYxOa7Jc2LIZk0W4=w408-h306-k-no,https://www.google.com/maps/place/Happy+Hollow+Park+%26+Zoo/data=!4m7!3m6!1s0x808e332c1367abdf:0x45e46ed9f52f2e85!8m2!3d37.3260242!4d-121.8598191!16zL20vMDUzajFf!19sChIJ36tnEywzjoARhS4v9dlu5EU,37.3260625,-121.8598125
Rosicrucian Egyptian Museum,"Museum with displays on Egyptian burial practices, plus artifacts including jewelry & bronze tools.",4.6,2643,Museum,"1660 Park Ave, San Jose, CA 95191, United States",San Jose,"83MG+9R San Jose, California, USA",egyptianmuseum.org,+1 408-947-3635,Closed,Closed,Closed,10a.m.–5p.m.,11a.m.–6p.m.,11a.m.–6p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipP6wiY3o7lJ4w_37r3ohzj1fZ6Prn7qJy1DkB3-=w408-h306-k-no,https://www.google.com/maps/place/Rosicrucian+Egyptian+Museum/data=!4m7!3m6!1s0x808fcb6b68eb46d5:0x813b70ab82510592!8m2!3d37.333486!4d-121.922884!16zL20vMDI1NV9f!19sChIJ1UbraGvLj4ARkgVRgqtwO4E,37.3334375,-121.9229375
Plaza de Cesar Chavez,Various concerts & events are held at this busy open space with water jets & a contemporary statue.,4.4,2627,Park,"1 Paseo de San Antonio, San Jose, CA 95113, United States",San Jose,"84J6+X3 San Jose, California, USA",sjparks.org,+1 408-535-3570,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN6WJKsEZ2LCAutx5QIQhjrn3xN6ubU4CfsOO1E=w408-h541-k-no,https://www.google.com/maps/place/Plaza+de+Cesar+Chavez/data=!4m7!3m6!1s0x808fccbb27943791:0xe788ba104db19c5d!8m2!3d37.3324858!4d-121.8898421!16zL20vMDRfeXJq!19sChIJkTeUJ7vMj4ARXZyxTRC6iOc,37.3324375,-121.8898125
Alum Rock Park,"Spacious park featuring hiking & biking trails, mineral springs & several picnic areas.",4.7,3046,Park,"15350 Penitencia Creek Rd, San Jose, CA 95127, United States",San Jose,"95WX+C7 San Jose, California, USA",https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2088/2028?utm_campaign=google_maps&utm_medium=organic&utm_source=google,+1 408-259-5477,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNc0ApoU6zMBr-_D6PZKWKppbQxGBEzFBnjJOKf=w408-h306-k-no,https://www.google.com/maps/place/Alum+Rock+Park/data=!4m7!3m6!1s0x808fccbb2a209af9:0xcf6bf590fb0bb32a!8m2!3d37.396039!4d-121.801812!16zL20vMDNid3A2!19sChIJ-ZogKrvMj4ARKrML-5D1a88,37.3960625,-121.8018125
Guadalupe River Park,"Small city park offering a visitor's center, a playground, a community garden & 2.6 miles of trails.",4,1509,City park,"438 Coleman Ave, San Jose, CA 95110, United States",San Jose,"83VW+8J San Jose, California, USA",https://grpg.org/,+1 408-298-7657,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPJj-ZW7Nxz6-e_GhrbiM6j88TPjM9YlvrKfqUj=w426-h240-k-no,https://www.google.com/maps/place/Guadalupe+River+Park/data=!4m7!3m6!1s0x808fcb626b49b701:0xd811bf0bf6972992!8m2!3d37.3433081!4d-121.9034378!16s%2Fg%2F11b7dz79ww!19sChIJAbdJa2LLj4ARkimX9gu_Edg,37.3433125,-121.9034375
Santa Teresa County Park,Diverse county park with a variety of hiking trails providing views of the numerous hills & valleys.,4.6,1443,Park,"Bernal Rd, San Jose, CA 95120, United States",San Jose,"6676+4V San Jose, California, USA",https://parks.sccgov.org/santa-clara-county-parks/santa-teresa-county-park,+1 408-225-0225,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipM0LFs_4WAXfgQUkmwpWWDYa_ZK9xpUTkntdWCi=w408-h306-k-no,https://www.google.com/maps/place/Santa+Teresa+County+Park/data=!4m7!3m6!1s0x808e2fc181066781:0xc7069f6213d5dbba!8m2!3d37.2127877!4d-121.7877606!16s%2Fm%2F02wb5qv!19sChIJgWcGgcEvjoARutvVE2KfBsc,37.2128125,-121.7878125
San Jose Museum of Art,Revolving exhibitions from post-1980 to older 20th-century works plus a cafe & education center.,4.2,1162,Art museum,"110 S Market St, San Jose, CA 95113, United States",San Jose,"84M6+F2 San Jose, California, USA",https://sjmusart.org/,+1 408-271-6840,Closed,Closed,4–9p.m.,11a.m.–9p.m.,11a.m.–6p.m.,11a.m.–6p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipMQbdIaZrYrN70Ema0QPVeX3W2Fo5cZ4hwofXoC=w408-h306-k-no,https://www.google.com/maps/place/San+Jose+Museum+of+Art/data=!4m7!3m6!1s0x808fccbb4e751f57:0x7bb970c4219e6acd!8m2!3d37.3337262!4d-121.8899245!16zL20vMDRfeV9k!19sChIJVx91TrvMj4ARzWqeIcRwuXs,37.3336875,-121.8899375
Mission Santa Clara de Asís,"Originally consecrated in 1777 by the Franciscan Order, this university church conducts services.",4.7,513,Historical landmark,"500 El Camino Real, Santa Clara, CA 95053, United States",Santa Clara,"83X5+M9 Santa Clara, California, USA",https://www.scu.edu/missionchurch/,+1 408-554-4023,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,7a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipO-pJzr68PFRwu6_99SFjexexErZpqhf5D6Zxqt=w408-h307-k-no,https://www.google.com/maps/place/Mission+Santa+Clara+de+As%C3%ADs/data=!4m7!3m6!1s0x808fcbc9416564ab:0xc94ed6f080bbaa15!8m2!3d37.3492149!4d-121.941533!16zL20vMGdicl8!19sChIJq2RlQcnLj4ARFaq7gPDWTsk,37.3491875,-121.9415625
Almaden Quicksilver County Park,"County park with a history of mining offers hiking, biking & equestrian trails amid wildflowers.",4.7,1715,Park,"21785 Almaden Rd, San Jose, CA 95120, United States",San Jose,"54QR+HR San Jose, California, USA",https://parks.sccgov.org/node/2876,+1 408-268-3883,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,7a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipMCt-TtyTHCddBBnbAOYgumaDPnBMQ9Gl9yp7oe=w408-h306-k-no,https://www.google.com/maps/place/Almaden+Quicksilver+County+Park/data=!4m7!3m6!1s0x808e3089ad278513:0xd79952c4e8359a86!8m2!3d37.1889444!4d-121.8579356!16zL20vMDUwNWxs!19sChIJE4UnrYkwjoARhpo16MRSmdc,37.1889375,-121.8579375
Raging Waters San Jose,"23-acre aquatic park boasts high-speed waterslides, a wave pool & an interactive themed water fort.",4,1327,Water park,"2333 S White Rd, San Jose, CA 95148, United States",San Jose,"85PP+CP San Jose, California, USA",https://www.rwsplash.com/?utm_source=google&utm_medium=OrganicGMB&utm_id=GMBtraffic,+1 669-454-9000,Closed,Closed,Closed,Closed,Closed,Closed,12–1a.m.,https://lh5.googleusercontent.com/p/AF1QipMaBO9D5y4hygip1Zx43juWMRvixAUaMsTLwy27=w463-h240-k-no,https://www.google.com/maps/place/Raging+Waters+San+Jose/data=!4m7!3m6!1s0x808e2d5a74995b57:0xe6ec58b946453c67!8m2!3d37.3360436!4d-121.8131312!16s%2Fg%2F1tfb6syq!19sChIJV1uZdFotjoARZzxFRrlY7OY,37.3360625,-121.8131875
Brigadoon Park,,4.4,415,Park,"Brigadoon Way, San Jose, CA 95121, United States",San Jose,"854W+GV San Jose, California, USA",,+1 408-793-5510,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,8a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipN4DPNChkYNsRtfKiMUp88liqdAsc0tWcRMnAzT=w408-h306-k-no,https://www.google.com/maps/place/Brigadoon+Park/data=!4m7!3m6!1s0x808e2d8245d75bb1:0x8056be9d2d194af9!8m2!3d37.3062647!4d-121.802796!16s%2Fg%2F11g_ymnx3!19sChIJsVvXRYItjoAR-UoZLZ2-VoA,37.3063125,-121.8028125
