title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Hillsdale Shopping Center,"Indoor mall featuring department stores, popular chain retailers & a food terrace for global eats.",4.3,5822,Shopping mall,"60 31st Ave, San Mateo, CA 94403, United States",San Mateo,"GMQX+5J San Mateo, California, USA",hillsdale.com,+1 650-586-7750,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,11AM–7PM,10AM–9PM,https://lh5.googleusercontent.com/p/AF1QipMCvj6jN_OYPxaApIZKKGH_E0HZ85KGe9oLZ57I=w426-h240-k-no,https://www.google.com/maps/place/Hillsdale+Shopping+Center/data=!4m7!3m6!1s0x808f9f02dcad8b75:0xca58f280b59933bf!8m2!3d37.5378764!4d-122.300907!16zL20vMGc2YmQ5!19sChIJdYut3AKfj4ARvzOZtYDyWMo,37.5379375,-122.3009375
Bestmarket.us,,5,1,Shopping mall,"745 Buchanan St, San Francisco, CA 94102, United States",San Francisco,"QHGC+QM Financial District, San Francisco, CA, USA",https://www.bestmarket.us/,+1 917-877-8603,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN7PId9XQogVyegB3UDw9Kz6zsyljQwm1ouo8-o=w408-h324-k-no,https://www.google.com/maps/place/Bestmarket.us/data=!4m7!3m6!1s0x8085818abd379455:0x3395932088783251!8m2!3d37.7769329!4d-122.428277!16s%2Fg%2F11pv31n940!19sChIJVZQ3vYqBhYARUTJ4iCCTlTM,37.7769375,-122.4283125
Rebecca,,,,Shopping mall,"372 Winston Dr, San Francisco, CA 94132, United States",San Francisco,"PGHC+5Q Stonestown, San Francisco, CA, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ip7AWn6_DRVo-unQEtT7lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.563965&pitch=0&thumbfov=100,https://www.google.com/maps/place/Rebecca/data=!4m7!3m6!1s0x808f7d808ddcf173:0x9fcdc546f38f0b49!8m2!3d37.7279372!4d-122.4780558!16s%2Fg%2F11j1znwq1s!19sChIJc_HcjYB9j4ARSQuP80bFzZ8,37.7279375,-122.4780625
Showplace Square West,,3.7,43,Shopping mall,"550 15th St, San Francisco, CA 94103, United States",San Francisco,"QH8V+WG Showplace Square, San Francisco, CA, USA",https://www.showplacesquarewest.com/,+1 415-626-8257,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP5HoTLC5b0Fxkx2d_u7Ig9x3l2dfiV_J7IwHSf=w408-h299-k-no,https://www.google.com/maps/place/Showplace+Square+West/data=!4m7!3m6!1s0x808f7e2def1c8d93:0x2258954634e5b209!8m2!3d37.767341!4d-122.4061483!16s%2Fg%2F1tcyl867!19sChIJk40c7y1-j4ARCbLlNEaVWCI,37.7673125,-122.4061875
barnes in apple,,,,Shopping mall,"3222 Mission St, San Francisco, CA 94110, United States",San Francisco,"PHWH+3V Bernal Heights, San Francisco, CA, USA",,+1 408-961-1766,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZzP-1BvefXjwcAnxE0RS2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.72955&pitch=0&thumbfov=100,https://www.google.com/maps/place/barnes+in+apple/data=!4m7!3m6!1s0x808f7e430631a2a5:0x57affb92f026bafc!8m2!3d37.7451323!4d-122.4203595!16s%2Fg%2F11g6ypf280!19sChIJpaIxBkN-j4AR_Lom8JL7r1c,37.7451875,-122.4203125
IMPULSION,,,,Shopping mall,"18 Bartol St suite 1096, San Francisco, CA 94133, United States",San Francisco,"QHXW+5M North Beach, San Francisco, CA, USA",,+1 415-619-2649,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,9AM–6PM,Closed,9AM–6PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CcydTfsyLpjth73lZ53AaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.5721&pitch=0&thumbfov=100,https://www.google.com/maps/place/IMPULSION/data=!4m7!3m6!1s0x80858100be784b8d:0xce2ba96a69984392!8m2!3d37.7979307!4d-122.4033221!16s%2Fg%2F11fnnf3xvb!19sChIJjUt4vgCBhYARkkOYaWqpK84,37.7979375,-122.4033125
San Francisco,,,,Shopping mall,"510 Bush St, San Francisco, CA 94108, United States",San Francisco,"QHRV+7M Chinatown, San Francisco, CA, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN2P6yqVewq4YW_qp6oBjhBdI-jqqv_7vwWstP9=w408-h544-k-no,https://www.google.com/maps/place/San+Francisco/data=!4m7!3m6!1s0x8085818969623801:0xd0d108fb7ff451c2!8m2!3d37.7906443!4d-122.4058728!16s%2Fg%2F11ghfsc86c!19sChIJAThiaYmBhYARwlH0f_sI0dA,37.7906875,-122.4058125
shop acquire,,5,4,Shopping mall,"115 Dr Tom Waddell Pl, San Francisco, CA 94102, United States",San Francisco,"QHHJ+5Q Civic Center, San Francisco, CA, USA",,,9:10AM–9:10PM,9:10AM–9:10PM,9:10AM–9:10PM,9:10AM–9:10PM,9:10AM–9:10PM,9:10AM–9:10PM,9:10AM–9:10PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6aVIjgab04elQHSM4wJGnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.30211&pitch=0&thumbfov=100,https://www.google.com/maps/place/shop+acquire/data=!4m7!3m6!1s0x8085813b63eb8cc5:0xadf420ef0ea8e510!8m2!3d37.7779717!4d-122.4180323!16s%2Fg%2F11fjpbb88_!19sChIJxYzrYzuBhYAREOWoDu8g9K0,37.7779375,-122.4180625
Đồ Nhật,,,,Shopping mall,"Union Square, 111 Powell St, San Francisco, CA 94102, United States",San Francisco,"QHPR+7Q Union Square, San Francisco, CA, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMmSAn637smPpwPcD4AOAGRHpHaBdcwiXJoF_8L=w408-h725-k-no,https://www.google.com/maps/place/%C4%90%E1%BB%93+Nh%E1%BA%ADt/data=!4m7!3m6!1s0x808581333733508d:0x322f70cb5c217ab!8m2!3d37.7857274!4d-122.4081016!16s%2Fg%2F11j90lv8ym!19sChIJjVAzNzOBhYARqxfCtQz3IgM,37.7856875,-122.4080625
Marcopolo Grand Market,,5,2,Shopping mall,"564 Howard St, San Francisco, CA 94105, United States",San Francisco,"QJP2+XW The East Cut, San Francisco, CA, USA",,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO3CJgY5qvMLt2tguYNV1uhfkVRahVT5q8KtrUv=w444-h240-k-no,https://www.google.com/maps/place/Marcopolo+Grand+Market/data=!4m7!3m6!1s0x808581768e7e1b87:0x514e8cf92775239b!8m2!3d37.7874636!4d-122.3976345!16s%2Fg%2F11qrkznfd5!19sChIJhxt-jnaBhYARmyN1J_mMTlE,37.7874375,-122.3976875
Renta De Bicicleta,,4.3,23,Shopping mall,"501 Bay St, San Francisco, CA 94133, United States",San Francisco,"RH4M+4R North Beach, San Francisco, CA, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP3hjW4dodkS3kVu6gNo2gvMjwCHePtboZ61-rl=w408-h306-k-no,https://www.google.com/maps/place/Renta+De+Bicicleta/data=!4m7!3m6!1s0x80858138ce1ca7cb:0x76aba1984060a7f8!8m2!3d37.8052841!4d-122.4154414!16s%2Fg%2F11h6v134mp!19sChIJy6cczjiBhYAR-KdgQJihq3Y,37.8053125,-122.4154375
Chinatown shop,,,,Shopping mall,"953 Grant Ave, San Francisco, CA 94108, United States",San Francisco,"QHWV+88 Chinatown, San Francisco, CA, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNWfoQI7ncC83_8SHwDL-ymL8v6GHkW__0-y4a-=w408-h275-k-no,https://www.google.com/maps/place/Chinatown+shop/data=!4m7!3m6!1s0x808581f8328dde75:0xeda8b1470141eb5!8m2!3d37.7958507!4d-122.406741!16s%2Fg%2F11h_ytrnrn!19sChIJdd6NMviBhYARtR4UcBSL2g4,37.7958125,-122.4066875
Namibia Africa Selatan,,4,2,Shopping mall,"548 Market St, San Francisco, CA 94104, United States",San Francisco,"QHRX+2M Financial District, San Francisco, CA, USA",,,11AM–6PM,11AM–6PM,11AM–6PM,11AM–6PM,11AM–6PM,11AM–6PM,11AM–6PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gy6J1htNeUQX3iiDPwYnWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.50578&pitch=0&thumbfov=100,https://www.google.com/maps/place/Namibia+Africa+Selatan/data=!4m7!3m6!1s0x80858178c1680a37:0xfd12fcb62f6e5b30!8m2!3d37.7900304!4d-122.4008267!16s%2Fg%2F11f66fybxr!19sChIJNwpowXiBhYARMFtuL7b8Ev0,37.7900625,-122.4008125
Norbert Bosch,,,,Shopping mall,"San Francisco, CA 94103, United States",San Francisco,"QHFJ+X6 SoMa, San Francisco, CA, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fqTV2lNQmHopmt7qluXeEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.6688&pitch=0&thumbfov=100,https://www.google.com/maps/place/Norbert+Bosch/data=!4m7!3m6!1s0x808581d59cb2cf89:0xd70d870e36f398fc!8m2!3d37.7749295!4d-122.4194155!16s%2Fg%2F11j8dzj6sj!19sChIJic-ynNWBhYAR_JjzNg6HDdc,37.7749375,-122.4194375
Westborough Hills Plaza,,,,Shopping mall,"3545 Callan Blvd, South San Francisco, CA 94080, United States",South San Francisco,"JGVP+9M South San Francisco, California, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZvL0RWrcqIUcOw5PkjRW-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.69048&pitch=0&thumbfov=100,https://www.google.com/maps/place/Westborough+Hills+Plaza/data=!4m7!3m6!1s0x808f7b35a9ed3af9:0x998e358590224079!8m2!3d37.6434039!4d-122.4633745!16s%2Fg%2F11fqxpsg2d!19sChIJ-TrtqTV7j4AReUAikIU1jpk,37.6434375,-122.4633125
Miracle of Ganesha,,5,1,Shopping mall,"569 Geary St, San Francisco, CA 94102, United States",San Francisco,"QHPP+JX Tenderloin, San Francisco, CA, USA",,+1 415-346-4000,12AM–6PM,12AM–6PM,12AM–6PM,11AM–6PM,11AM–6PM,11AM–6PM,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xVoC9AkT9U9LzyegmY6qyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.79172&pitch=0&thumbfov=100,https://www.google.com/maps/place/Miracle+of+Ganesha/data=!4m7!3m6!1s0x8085808e27c9be07:0x76a55c04171e1d75!8m2!3d37.7865565!4d-122.4126125!16s%2Fg%2F1tm694p3!19sChIJB77JJ46AhYARdR0eFwRcpXY,37.7865625,-122.4125625
Gris Building,,5,2,Shopping mall,"137 S Linden Ave, South San Francisco, CA 94080, United States",South San Francisco,"JHVP+MH South San Francisco, California, USA",,,,,,,,,,,"https://www.google.com/maps/place/Gris+Building/@37.6442,-122.413521,17z/data=!3m1!4b1!4m6!3m5!1s0x808f79b9e85ef357:0xc2fd79210124fda!8m2!3d37.6442!4d-122.413521!16s%2Fg%2F11bzs0b5x5",37.6441875,-122.4135625
Sephora,,,,Shopping mall,"San Francisco, CA 94103, United States",San Francisco,"QHFJ+X6 SoMa, San Francisco, CA, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fqTV2lNQmHopmt7qluXeEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.6688&pitch=0&thumbfov=100,https://www.google.com/maps/place/Sephora/data=!4m7!3m6!1s0x808581006f555709:0x3e11d16136636499!8m2!3d37.7749295!4d-122.4194155!16s%2Fg%2F11j1k88yt6!19sChIJCVdVbwCBhYARmWRjNmHRET4,37.7749375,-122.4194375
Сан-франциско,,,,Shopping mall,"San Francisco, CA 94103, United States",San Francisco,"QHFJ+X6 SoMa, San Francisco, CA, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fqTV2lNQmHopmt7qluXeEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.6688&pitch=0&thumbfov=100,https://www.google.com/maps/place/%D0%A1%D0%B0%D0%BD-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D1%81%D0%BA%D0%BE/data=!4m7!3m6!1s0x808581aaf84fb5b7:0xaa8a73babc2d70ba!8m2!3d37.7749295!4d-122.4194155!16s%2Fg%2F11fpgy4szp!19sChIJt7VP-KqBhYARunAtvLpziqo,37.7749375,-122.4194375
ECEME event place,,5,1,Shopping mall,"1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, United States",San Francisco,"QJW4+6M Embarcadero, San Francisco, CA, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipON2CkKcXPsxAaZnrU8H1vHeWfx0TnxDOIsac4d=w408-h725-k-no,https://www.google.com/maps/place/ECEME+event+place/data=!4m7!3m6!1s0x808580668cac650b:0xe1ee4b518bee648b!8m2!3d37.7956041!4d-122.3933063!16s%2Fg%2F11f120rz2v!19sChIJC2WsjGaAhYARi2Tui1FL7uE,37.7955625,-122.3933125
Edgewater,,,,Shopping mall,"100 Bush St, San Francisco, CA 94104, United States",San Francisco,"QJR2+H3 Financial District, San Francisco, CA, USA",https://www.edgewaterplacesc.com/contact,+1 415-986-8880,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,8AM–5PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uh0e4NYb_zqA1zvliz_-5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.58844&pitch=0&thumbfov=100,https://www.google.com/maps/place/Edgewater/data=!4m7!3m6!1s0x808580623dd7a3db:0xc1c79d749ae94252!8m2!3d37.7914993!4d-122.3998365!16s%2Fg%2F11ghr0593s!19sChIJ26PXPWKAhYARUkLpmnSdx8E,37.7914375,-122.3998125
华女公司,,,,Shopping mall,"195 Grant Ave, San Francisco, CA 94108, United States",San Francisco,"QHQV+9R Union Square, San Francisco, CA, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w1VtFsr5cI0WmsP0FKdb3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.0733&pitch=0&thumbfov=100,https://www.google.com/maps/place/%E5%8D%8E%E5%A5%B3%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x8085819654cc78a5:0xf2c43711e547ea7e!8m2!3d37.7883961!4d-122.4054019!16s%2Fg%2F11gw2n04kx!19sChIJpXjMVJaBhYARfupH5RE3xPI,37.7884375,-122.4054375
Foothill Square Shopping Center,"Shopping plaza offering a mix of retail shops, beauty services, health-care services & recreation.",4.1,1977,Shopping mall,"10700 MacArthur Blvd STE 200, Oakland, CA 94605, United States",Oakland,"PRVX+5W Oakland, California, USA",foothillsquare.com,+1 510-562-9500,6–10AM,6–10AM,6–10AM,6–10AM,6–10AM,6–10AM,6–10AM,https://lh5.googleusercontent.com/p/AF1QipM6CZE_rcmp3jpUiGBmf89eih_07KyW2srtnfSB=w408-h306-k-no,https://www.google.com/maps/place/Foothill+Square+Shopping+Center/data=!4m7!3m6!1s0x808f8f0b0f8a9ba1:0x3ea337573c17e514!8m2!3d37.7429313!4d-122.1501776!16s%2Fg%2F1tg9sy56!19sChIJoZuKDwuPj4ARFOUXPFc3oz4,37.7429375,-122.1501875
Lincoln Square Shopping Center,,4.3,246,Shopping mall,"4100 Redwood Rd, Oakland, CA 94619, United States",Oakland,"QRX9+22 Oakland, California, USA",https://www.trcretail.com/sf-east-bay/lincoln-square-shopping-center/,,6AM–12AM,6AM–12AM,6AM–12AM,6AM–12AM,6AM–12AM,6AM–12AM,6AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNuv_Wr8oiLzFsOVxT7k3vfMqHP-_SkLRIVp790=w408-h306-k-no,https://www.google.com/maps/place/Lincoln+Square+Shopping+Center/data=!4m7!3m6!1s0x808f89965d4a073d:0x490d7ec63599b7f8!8m2!3d37.7975166!4d-122.1823773!16s%2Fg%2F11g_z4z3ms!19sChIJPQdKXZaJj4AR-LeZNcZ-DUk,37.7975625,-122.1824375
Pacific Renaissance Plaza,,4,583,Shopping mall,"388 9th St, Oakland, CA 94607, United States",Oakland,"RP2H+5G Oakland, California, USA",,+1 510-339-9825,9AM–9:45PM,9AM–9:45PM,9AM–9:45PM,9AM–9:45PM,9AM–9:45PM,9AM–9:45PM,9AM–9:45PM,https://lh5.googleusercontent.com/p/AF1QipN7bkamQGiWdDT9t996X26Aw4C_EUCPOEMHd1VV=w408-h272-k-no,https://www.google.com/maps/place/Pacific+Renaissance+Plaza/data=!4m7!3m6!1s0x808f80b67e4c016b:0x958b30c61a5db80b!8m2!3d37.8004146!4d-122.2711717!16s%2Fg%2F11cks0c08x!19sChIJawFMfraAj4ARC7hdGsYwi5U,37.8004375,-122.2711875
Eastmont Town Center,,3.7,2221,Shopping mall,"7200 Bancroft Ave, Oakland, CA 94605, United States",Oakland,"QR9C+4W Oakland, California, USA",,+1 510-635-2966,9AM–5:30PM,9AM–5:30PM,9AM–5:30PM,12–5:30PM,Closed,Closed,9AM–7PM,https://lh5.googleusercontent.com/p/AF1QipNkUsaVUSSY6XqUgKzllFU0rI1QBMClTbe7ttSs=w408-h306-k-no,https://www.google.com/maps/place/Eastmont+Town+Center/data=!4m7!3m6!1s0x808f85ff755a6495:0xeb907a2b6bda6a26!8m2!3d37.7678227!4d-122.177663!16s%2Fm%2F02qynny!19sChIJlWRadf-Fj4ARJmraayt6kOs,37.7678125,-122.1776875
Century Plaza,,3,1,Shopping mall,"288 11th St, Oakland, CA 94607, United States",Oakland,"RP2J+9J Oakland, California, USA",,,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8:30AM–8PM,8:30AM–8PM,https://lh5.googleusercontent.com/p/AF1QipMTTIFOCqWKm9_NnzrFYHefgytm96LsHMgcDVLa=w408-h240-k-no,https://www.google.com/maps/place/Century+Plaza/data=!4m7!3m6!1s0x808f81914739098d:0x23fe6e4ab6ceb8c0!8m2!3d37.8009643!4d-122.2684611!16s%2Fg%2F11rk68_yby!19sChIJjQk5R5GBj4ARwLjOtkpu_iM,37.8009375,-122.2684375
Temescal Plaza,,4.1,680,Shopping mall,"Oakland, CA 94609, United States",Oakland,"RPPP+MQ Oakland, California, USA",,,5:30AM–10PM,5:30AM–10PM,5:30AM–10PM,5:30AM–10PM,5:30AM–10PM,5:30AM–10PM,5:30AM–10PM,https://lh5.googleusercontent.com/p/AF1QipOEwa0nUsBLqUhqSJQh2XtrJjIOQ-cltBFDehi1=w408-h306-k-no,https://www.google.com/maps/place/Temescal+Plaza/data=!4m7!3m6!1s0x80857de04d63b845:0xe499190ea4a0def8!8m2!3d37.8366739!4d-122.2630909!16s%2Fg%2F1vlk1sx8!19sChIJRbhjTeB9hYAR-N6gpA4ZmeQ,37.8366875,-122.2630625
The Ridge,,4.3,419,Shopping mall,"5100 Broadway, Oakland, CA 94611, United States",Oakland,"RQM2+X8 Oakland, California, USA",https://www.trcretail.com/sf-east-bay/the-ridge/,,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMUyngxkcFHfkI5L4IKNIsLyl9zTjxKbP6zUPpC=w408-h306-k-no,https://www.google.com/maps/place/The+Ridge/data=!4m7!3m6!1s0x80857dee18259487:0xc98028357cc1f1a9!8m2!3d37.8348992!4d-122.249192!16s%2Fg%2F11j00mkr9l!19sChIJh5QlGO59hYARqfHBfDUogMk,37.8349375,-122.2491875
Fruitvale Station Shopping Center,,4.1,925,Shopping mall,"Fruitvale Ave, Oakland, CA 94601, United States",Oakland,"QQF9+VV Oakland, California, USA",,,8AM–10PM,8AM–10PM,8AM–10PM,8AM–10PM,8AM–10PM,8AM–8PM,8AM–8PM,https://lh5.googleusercontent.com/p/AF1QipNkTcNxlBx2OCDc0VC_nmRL4G0eHgU04CLnlSt9=w408-h306-k-no,https://www.google.com/maps/place/Fruitvale+Station+Shopping+Center/data=!4m7!3m6!1s0x808f86f28dd73f13:0xb77bdeada8fda5d2!8m2!3d37.7747243!4d-122.2303248!16s%2Fg%2F11h993vxyl!19sChIJEz_XjfKGj4AR0qX9qK3ee7c,37.7746875,-122.2303125
International Plaza,,,,Shopping mall,"839 International Blvd, Oakland, CA 94606, United States",Oakland,"QPVX+4J Oakland, California, USA",,,9AM–8PM,9AM–8PM,9AM–8PM,9AM–8PM,9AM–8PM,9AM–8PM,9AM–8PM,https://lh5.googleusercontent.com/p/AF1QipPTTzRJPshDMk_IaMmnTW3XVVb205N5QZjfXIIx=w408-h289-k-no,https://www.google.com/maps/place/International+Plaza/data=!4m7!3m6!1s0x808f877308595e8d:0xe8babbbf5179b2a6!8m2!3d37.7928177!4d-122.2508909!16s%2Fg%2F11qg3w42tb!19sChIJjV5ZCHOHj4ARprJ5Ub-7uug,37.7928125,-122.2509375
Coliseum Center,,4.2,568,Shopping mall,"640 Hegenberger Rd, Oakland, CA 94621, United States",Oakland,"PRW4+97 Oakland, California, USA",,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNQz5HGDGapJaO0vA1nMI9qzmFvGsLgIvFtnucr=w408-h544-k-no,https://www.google.com/maps/place/Coliseum+Center/data=!4m7!3m6!1s0x808f85c31b9bb947:0x7f618b2250d0276c!8m2!3d37.7459769!4d-122.1943416!16s%2Fg%2F1vknpmcg!19sChIJR7mbG8OFj4ARbCfQUCKLYX8,37.7459375,-122.1943125
DURANT Marketplace,A broad mix of new & used items including clothes & electronics is sold at this indoor flea market.,4,1278,Shopping mall,"10950 International Blvd, Oakland, CA 94603, United States",Oakland,"PRPP+M9 Oakland, California, USA",,+1 510-577-2800,Closed,10AM–7PM,10AM–7PM,10AM–7PM,10AM–7PM,11AM–6PM,10AM–7PM,https://lh5.googleusercontent.com/p/AF1QipO4qLlsE8PWeqk_mICfD4ER4edE8JJclBEdvjzP=w426-h240-k-no,https://www.google.com/maps/place/DURANT+Marketplace/data=!4m7!3m6!1s0x808f8f78124c4a7b:0xf54a5fd5c62a044b!8m2!3d37.7367395!4d-122.1641088!16s%2Fg%2F1tdfcbfp!19sChIJe0pMEniPj4ARSwQqxtVfSvU,37.7366875,-122.1640625
Village Square Shopping Center Parking,,4.2,52,Shopping mall,"2220 Mountain Blvd, Oakland, CA 94611, United States",Oakland,"RQFV+92 Oakland, California, USA",,,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,8:30AM–6PM,7AM–9PM,https://lh5.googleusercontent.com/p/AF1QipPKGXCkr_QNzwp4Qvqj6BrA7pB-xSUdPVZTmLUM=w408-h306-k-no,https://www.google.com/maps/place/Village+Square+Shopping+Center+Parking/data=!4m7!3m6!1s0x808f8790c6d2bcf9:0xcc5e62b6f0aae017!8m2!3d37.8234839!4d-122.2074166!16s%2Fg%2F11bytnyz1p!19sChIJ-bzSxpCHj4ARF-Cq8LZiXsw,37.8234375,-122.2074375
1711 International Plaza,,4,8,Shopping mall,"1711 International Blvd, Oakland, CA 94606, United States",Oakland,"QQP4+WQ Oakland, California, USA",,,8:30AM–7:30PM,8:30AM–7:30PM,8:30AM–7:30PM,8:30AM–7:30PM,8:30AM–7:30PM,8:30AM–7:30PM,8:30AM–7:30PM,https://lh5.googleusercontent.com/p/AF1QipPEAu7F01GW4OlwQxWNdLxRalTx1OElZYcfw23H=w408-h364-k-no,https://www.google.com/maps/place/1711+International+Plaza/data=!4m7!3m6!1s0x808f8722aa19b9ad:0xd9d947a7afdc0f23!8m2!3d37.7872765!4d-122.2430767!16s%2Fg%2F11jnspr17x!19sChIJrbkZqiKHj4ARIw_cr6dH2dk,37.7873125,-122.2430625
Merca,,5,1,Shopping mall,"329 Franklin St, Oakland, CA 94607, United States",Oakland,"QPWG+Q6 Oakland, California, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qw8G20bHqFIqMZrwdnxY9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.63318&pitch=0&thumbfov=100,https://www.google.com/maps/place/Merca/data=!4m7!3m6!1s0x808f81884dfbc947:0x9f1dc73529f2782a!8m2!3d37.7968963!4d-122.2744204!16s%2Fg%2F11r2rsx8mh!19sChIJR8n7TYiBj4ARKnjyKTXHHZ8,37.7969375,-122.2744375
Montclair plaza,,4.2,5,Shopping mall,"6114 La Salle Ave, Oakland, CA 94611, United States",Oakland,"RQGR+F2 Oakland, California, USA",,,9AM–8:30PM,9AM–8:30PM,9AM–8:30PM,9AM–8:30PM,9AM–8:30PM,10AM–7PM,10AM–7PM,https://lh5.googleusercontent.com/p/AF1QipMidf7etYP3OZvsQd4MkZ-4N7iN2-JFj3weGTa1=w408-h306-k-no,https://www.google.com/maps/place/Montclair+plaza/data=!4m7!3m6!1s0x808f879ab85df7b3:0x64f3b62853ac4380!8m2!3d37.8261576!4d-122.2099492!16s%2Fg%2F11hzzx0fdj!19sChIJs_dduJqHj4ARgEOsUyi282Q,37.8261875,-122.2099375
Seminary Point,,,,Shopping mall,"5835 Foothill Blvd, Oakland, CA 94605, United States",Oakland,"QRC5+JJ Oakland, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMsOibpIPunJkM15bLgec_ckjl-6AqqFhm7Txyp=w408-h371-k-no,https://www.google.com/maps/place/Seminary+Point/data=!4m7!3m6!1s0x808f8774cd92a603:0xcf8d99e1097e3aa6!8m2!3d37.7715384!4d-122.1909917!16s%2Fg%2F11rjq9b520!19sChIJA6aSzXSHj4ARpjp-CeGZjc8,37.7715625,-122.1909375
Hive,,4.4,113,Shopping mall,"2335 Broadway, Oakland, CA 94612, United States",Oakland,"RP7M+39 Oakland, California, USA",https://hiveoakland.com/,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMUTiUT65unNV-Zr_D1OJ_F3cWF9MnwszD8ePAV=w408-h306-k-no,https://www.google.com/maps/place/Hive/data=!4m7!3m6!1s0x808f80acc0a74b7f:0x5c3d24e57455de45!8m2!3d37.8126297!4d-122.2665708!16s%2Fg%2F11g8p8kbvy!19sChIJf0unwKyAj4ARRd5VdOUkPVw,37.8126875,-122.2665625
La Mancha Plaza,,,,Shopping mall,"4013 Telegraph Ave, Oakland, CA 94609, United States",Oakland,"RPHP+R4 Oakland, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM_0Ctdypk7qX0UEy8bPCYMvQPXe4mGYt6gwJ4C=w408-h286-k-no,https://www.google.com/maps/place/La+Mancha+Plaza/data=!4m7!3m6!1s0x80857d8099e5608d:0xbc2aed27901ba722!8m2!3d37.8295259!4d-122.2646274!16s%2Fg%2F11t1rwjr5n!19sChIJjWDlmYB9hYARIqcbkCftKrw,37.8295625,-122.2646875
